date;gasoline95_uptosep2021;gasoline95;gasoline98
2022-12-04;;1.6349;1.8782
2022-12-05;;1.6521;1.8828
2022-12-06;;1.6549;1.8866
2022-12-07;;1.6551;1.8874
2022-12-08;;1.6552;1.8873
2022-12-09;;1.66;1.8872
2022-12-10;;1.6558;1.8871
2022-12-11;;1.65;1.8869
2022-12-12;;1.5933;1.8395
2022-12-13;;1.5868;1.8268
2022-12-14;;1.5855;1.8253
2022-12-15;;1.5856;1.8249
2022-12-16;;1.5849;1.825
2022-12-17;;1.581;1.8249
2022-12-18;;1.5813;1.8249
2022-12-19;;1.5815;1.8217
2022-12-20;;1.5809;1.8198
2022-12-21;;1.5807;1.8195
2022-12-22;;1.5807;1.8196
2022-12-23;;1.5802;1.8197
2022-12-24;;1.5764;1.8194
2022-12-25;;1.5785;1.8193
2022-12-26;;1.6001;1.8327
2022-12-27;;1.6065;1.8438
2022-12-28;;1.6067;1.8444
2022-12-29;;1.6068;1.8445
2022-12-30;;1.6105;1.8445
2022-12-31;;1.6063;1.8445
2023-01-01;;1.6068;1.8445
2023-01-02;;1.6697;1.8962
2023-01-03;;1.677;1.906
2023-01-04;;1.6784;1.9083
2023-01-05;;1.6788;1.9087
2023-01-06;;1.6781;1.9078
2023-01-07;;1.674;1.9074
2023-01-08;;1.6724;1.9075
2023-01-09;;1.6609;1.8792
2023-01-10;;1.6588;1.8739
2023-01-11;;1.6583;1.8727
2023-01-12;;1.6587;1.8728
2023-01-13;;1.658;1.8726
2023-01-14;;1.6539;1.8726
2023-01-15;;1.6552;1.8725
2023-01-16;;1.6724;1.8721
2023-01-17;;1.6715;1.872
2023-01-18;;1.6709;1.8727
2023-01-19;;1.6713;1.8731
2023-01-20;;1.6711;1.8733
2023-01-21;;1.6669;1.8728
2023-01-22;;1.6708;1.873
2023-01-23;;1.7049;1.8991
2023-01-24;;1.7104;1.9092
2023-01-25;;1.7095;1.9095
2023-01-26;;1.7102;1.9098
2023-01-27;;1.7096;1.9098
2023-01-28;;1.7054;1.9096
2023-01-29;;1.7092;1.9096
2023-01-30;;1.7391;1.9326
2023-01-31;;1.7449;1.9423
2023-02-01;;1.745;1.9428
2023-02-02;;1.7454;1.9431
2023-02-03;;1.7449;1.9434
2023-02-04;;1.7409;1.9436
2023-02-05;;1.7383;1.9435
2023-02-06;;1.6893;1.8987
2023-02-07;;1.6769;1.8766
2023-02-08;;1.6758;1.875
2023-02-09;;1.676;1.8748
2023-02-10;;1.6753;1.8746
2023-02-11;;1.6711;1.8746
2023-02-12;;1.6713;1.8743
2023-02-13;;1.6683;1.8675
2023-02-14;;1.6658;1.865
2023-02-15;;1.6651;1.8647
2023-02-16;;1.6656;1.8651
2023-02-17;;1.6648;1.8648
2023-02-18;;1.6606;1.8646
2023-02-19;;1.6627;1.8646
2023-02-20;;1.6733;1.8711
2023-02-21;;1.6738;1.8727
2023-02-22;;1.6739;1.8764
2023-02-23;;1.6742;1.8756
2023-02-24;;1.6737;1.8756
2023-02-25;;1.6695;1.8756
2023-02-26;;1.6698;1.8755
2023-02-27;;1.6678;1.8688
2023-02-28;;1.6658;1.8645
2023-03-01;;1.665;1.8643
2023-03-02;;1.6655;1.8647
2023-03-03;;1.6648;1.8643
2023-03-04;;1.6607;1.8642
2023-03-05;;1.662;1.8641
2023-03-06;;1.6829;1.8773
2023-03-07;;1.6852;1.8808
2023-03-08;;1.6841;1.8812
2023-03-09;;1.6846;1.8813
2023-03-10;;1.684;1.8813
2023-03-11;;1.6799;1.8811
2023-03-12;;1.6799;1.8812
2023-03-13;;1.6877;1.8829
2023-03-14;;1.6894;1.8838
2023-03-15;;1.689;1.8842
2023-03-16;;1.6892;1.8843
2023-03-17;;1.6887;1.8843
2023-03-18;;1.6846;1.884
2023-03-19;;1.6823;1.884
2023-03-20;;1.6568;1.8589
2023-03-21;;1.6533;1.8521
2023-03-22;;1.6528;1.8511
2023-03-23;;1.6531;1.851
2023-03-24;;1.6525;1.8508
2023-03-25;;1.6486;1.8505
2023-03-26;;1.6505;1.8505
2023-03-27;;1.6674;1.8636
2023-03-28;;1.6689;1.8664
2023-03-29;;1.6686;1.8668
2023-03-30;;1.6691;1.8688
2023-03-31;;1.6685;1.8684
2023-04-01;;1.6644;1.8682
2023-04-02;;1.668;1.8667
2023-04-03;;1.6931;1.8802
2023-04-04;;1.6973;1.8862
2023-04-05;;1.6971;1.887
2023-04-06;;1.6975;1.8869
2023-04-07;;1.6969;1.887
2023-04-08;;1.6932;1.8867
2023-04-09;;1.6936;1.8866
2023-04-10;;1.7071;1.8911
2023-04-11;;1.7076;1.8944
2023-04-12;;1.7079;1.8968
2023-04-13;;1.7085;1.8975
2023-04-14;;1.7079;1.8977
2023-04-15;;1.7037;1.8977
2023-04-16;;1.7043;1.8976
2023-04-17;;1.7135;1.8972
2023-04-18;;1.7124;1.8966
2023-04-19;;1.712;1.8974
2023-04-20;;1.7126;1.8968
2023-04-21;;1.712;1.8975
2023-04-22;;1.7082;1.8979
2023-04-23;;1.7044;1.8971
2023-04-24;;1.6733;1.875
2023-04-25;;1.6656;1.8635
2023-04-26;;1.6641;1.8616
2023-04-27;;1.664;1.8609
2023-04-28;;1.6632;1.8608
2023-04-29;;1.659;1.8606
2023-04-30;;1.6576;1.8606
2023-05-01;;1.6587;1.8579
2023-05-02;;1.6555;1.8566
2023-05-03;;1.6551;1.8561
2023-05-04;;1.6567;1.8566
2023-05-05;;1.6578;1.8565
2023-05-06;;1.6537;1.8563
2023-05-07;;1.6503;1.8562
2023-05-08;;1.6134;1.8171
2023-05-09;;1.6088;1.8073
2023-05-10;;1.6081;1.8069
2023-05-11;;1.608;1.8063
2023-05-12;;1.6072;1.8064
2023-05-13;;1.6029;1.8058
2023-05-14;;1.6059;1.8058
2023-05-15;;1.6373;1.833
2023-05-16;;1.6409;1.8386
2023-05-17;;1.641;1.8398
2023-05-18;;1.6414;1.84
2023-05-19;;1.6409;1.8402
2023-05-20;;1.6368;1.8398
2023-05-21;;1.638;1.8398
2023-05-22;;1.6536;1.8494
2023-05-23;;1.657;1.8533
2023-05-24;;1.6566;1.8536
2023-05-25;;1.657;1.8539
2023-05-26;;1.6563;1.8538
2023-05-27;;1.6523;1.8535
2023-05-28;;1.6553;1.8538
2023-05-29;;1.6784;1.8688
2023-05-30;;1.6834;1.8749
2023-05-31;;1.6835;1.8756
2023-06-01;;1.684;1.8763
2023-06-02;;1.6831;1.8761
2023-06-03;;1.6791;1.8761
2023-06-04;;1.6776;1.8761
2023-06-05;;1.6637;1.8623
2023-06-06;;1.675;1.8677
2023-06-07;;1.6801;1.8711
2023-06-08;;1.6812;1.8716
2023-06-09;;1.681;1.8742
2023-06-10;;1.6771;1.874
2023-06-11;;1.6792;1.8741
2023-06-12;;1.7015;1.8938
2023-06-13;;1.702;1.8946
2023-06-14;;1.7019;1.895
2023-06-15;;1.7025;1.8957
2023-06-16;;1.702;1.8955
2023-06-17;;1.6981;1.8958
2023-06-18;;1.6967;1.8961
2023-06-19;;1.6847;1.8771
2023-06-20;;1.6829;1.874
2023-06-21;;1.6826;1.874
2023-06-22;;1.6826;1.8736
2023-06-23;;1.6819;1.8734
2023-06-24;;1.6779;1.8731
2023-06-25;;1.6781;1.8734
2023-06-26;;1.6716;1.8678
2023-06-27;;1.6704;1.8661
2023-06-28;;1.6696;1.8664
2023-06-29;;1.6699;1.8663
2023-06-30;;1.6696;1.8693
2023-07-01;;1.6657;1.8693
2023-07-02;;1.6643;1.8696
2023-07-03;;1.6479;1.8494
2023-07-04;;1.6569;1.8535
2023-07-05;;1.6632;1.8568
2023-07-06;;1.6644;1.8576
2023-07-07;;1.6641;1.8578
2023-07-08;;1.6601;1.8576
2023-07-09;;1.6623;1.8577
2023-07-10;;1.6813;1.8715
2023-07-11;;1.6845;1.8749
2023-07-12;;1.6847;1.8768
2023-07-13;;1.685;1.877
2023-07-14;;1.6846;1.877
2023-07-15;;1.6806;1.8764
2023-07-16;;1.6817;1.8764
2023-07-17;;1.6968;1.8827
2023-07-18;;1.6991;1.8849
2023-07-19;;1.6988;1.8851
2023-07-20;;1.6992;1.8851
2023-07-21;;1.6986;1.8857
2023-07-22;;1.6948;1.8858
2023-07-23;;1.6961;1.8858
2023-07-24;;1.7191;1.9029
2023-07-25;;1.7221;1.9095
2023-07-26;;1.7221;1.9103
2023-07-27;;1.7228;1.9114
2023-07-28;;1.7225;1.9129
2023-07-29;;1.7322;1.9231
2023-07-30;;1.7408;1.9241
2023-07-31;;1.8091;1.9914
2023-08-01;;1.8168;2.0025
2023-08-02;;1.8172;2.0042
2023-08-03;;1.8177;2.0047
2023-08-04;;1.8171;2.005
2023-08-05;;1.8133;2.0052
2023-08-06;;1.8145;2.0052
2023-08-07;;1.8229;2.0085
2023-08-08;;1.8235;2.0096
2023-08-09;;1.8232;2.0096
2023-08-10;;1.8234;2.0096
2023-08-11;;1.8228;2.0093
2023-08-12;;1.8188;2.0091
2023-08-13;;1.8192;2.0091
2023-08-14;;1.827;2.0133
2023-08-15;;1.8274;2.0139
2023-08-16;;1.8276;2.0147
2023-08-17;;1.828;2.017
2023-08-18;;1.8271;2.0173
2023-08-19;;1.8232;2.0171
2023-08-20;;1.8262;2.0172
2023-08-21;;1.8545;2.0414
